ESTACIÓN,CÓDIGO,X=N,Y=E,MUNICIPIO,CUENCA,AÑO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2009,28.2,40.4,43.1,69.7,19.1,50,64.1,38.3,60.9,45.5,34.4,0
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2010,0,16.4,11.4,125.6,139.1,82.8,134.8,49.5,68.4,93.5,111.4,50.1
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2011,22,100.8,131.2,170.7,128.4,74.1,82.2,53.4,56.8,169,153.9,53.8
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2012,33.2,26.5,74.8,181.3,88.8,82.1,114.1,69.4,31.6,84.9,32.8,46.4
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2013,0,62,65.3,88.7,91,66.9,50.1,79.7,32.5,37.5,101.1,76.3
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2014,20.3,34.299999999999997,125.7,45.2,80,106.5,74.7,51,33.6,77,76.2,59.3
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2015,17.8,40.299999999999997,22.7,31.1,25.2,128.9,76.400000000000006,39.1,41.7,15.3,27.4,2.1
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2016,8.4,48.5,3.4,103.4,82,50.8,65.400000000000006,50.8,69.599999999999994,76.5,70.599999999999994,32
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1963,30.5,85,38,168.5,264,184,149,200,96,94.5,126.5,41
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1964,0,32.5,7.5,136,197,154.5,210.5,171.5,145.5,83.5,144.5,90
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1965,34,55,82,321,229.5,212,206,155,119,281.5,180.5,133
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1966,33,47,167.5,91.5,66,200,313.5,267.5,196.5,69.5,282.1,212.5
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1967,54,25.5,128,156.1,207.1,314.5,217.5,240.1,109.1,77.5,280.2,51.1
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1968,9.6,88.9,36,204.9,97.3,188.6,318.2,117.6,123.8,175.8,133.6,25.6
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1969,86.1,56,33.2,169.9,184.6,191.3,213.7,155,110,129.9,73.6,40.1
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1970,48.5,75.8,64.3,95.5,156.1,151.8,156,106.5,130.6,190.9,90.6,25.8
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1971,48.1,51.4,97.7,155,178.3,146.7,226.6,148.2,117.8,105.3,122,72.7
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1972,126.9,57.9,79,125.9,189.1,170,160.1,134.1,82.2,120.8,128.7,26.2
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1973,24.9,2.4,24.6,84.2,145.9,180.5,127.5,183.8,165.8,113.7,108.5,106.6
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1974,36.9,87.3,80.3,131.2,154.1,115.3,192.7,120.9,81,121.6,195.2,7.2
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1975,20.8,59.8,86,68.9,117.4,199,122.1,185.3,73.7,161.7,134.7,119.7
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1976,31.5,21,131.8,179.1,229,265.5,357.9,294.4,207.2,287,253.5,124.8
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1977,0,35,85,107,82.1,224,430.5,144,339.5,192,401.5,88
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1978,13.5,59,76.5,178.5,378,417.5,151.8,147.6,103.2,107.8,77.6,42.3
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1979,15.1,4,73.8,300,111.5,215.3,113.5,161.5,104,184.8,220.3,52.1
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1980,53.1,64.2,54,133.7,88.5,302.1,115.6,149.7,111.4,156.2,69.2,60
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1981,10.8,37.4,39.2,119.5,227.7,221.5,486.5,144.4,103.9,169.5,120.7,77.6
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1982,53.9,33.1,90.8,225,134.5,100.6,214.4,200.3,111.6,116.2,49.9,14.8
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1983,26,99,78.7,206,213,210,364.5,128,211.5,49,42.5,195.5
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1984,85.5,196.5,86,266,248,268,119.5,210,173,66,126,30
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1985,17,9.5,4.1,76.6,150,124.9,142,137,49.3,155.4,100,66
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1986,8,131,71,113,189,191,222,108,114,186,30.5,41.3
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1987,27,55,71.9,77.4,139.1,81.7,82.6,130.5,78.8,102.6,57.4,63.1
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1988,2,43.3,12.6,38.1,16.6,6.2,24.1,49.9,38.3,29.5,21.3,36.8
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1989,6.1,9,28.8,23.9,90.1,29.3,9.4,27.1,7.2,20.2,35.8,31.8
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1990,35.4,44.4,136.2,57.8,205.4,71.4,67.1,104.8,71.1,166.6,71.4,78.5
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1991,21,26.5,92.7,139.9,134.4,112,260.4,208.7,68.4,45.7,133,53.7
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1992,15.1,23,202.2,52.6,73.1,59.8,121.9,123.9,33.7,36.9,115,80.3
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1993,14.1,4.4,22.4,86.3,59.2,178,109.6,94.4,73,57.5,352.3,18.5
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1994,153.5,200,143.5,94.3,119.8,145.5,183,164.7,91.4,72.6,99.3,50.6
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1995,29.8,38.8,13.5,38.9,75,151.2,80.5,86.2,66.8,34.5,27.5,66.7
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1996,32.9,89.5,126.6,78,107.3,70.2,149.6,106.4,77.3,57.3,93.5,69.1
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1997,79.6,59.7,38.8,81,111.4,83.9,201.8,108.1,57.9,73,77.5,5
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1998,3.4,25.1,87.8,53.9,169.9,189.1,165.9,117.7,42.7,112.6,73.2,59.4
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,1999,52.6,3.5,38.7,141.7,103.7,119.6,83.6,85.1,97.2,190.8,169.9,69.3
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2000,61.8,100.4,79.2,78.8,176.6,45.8,89.5,73.2,61.8,51.5,84.8,50
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2001,54,59.6,86.5,43,42.5,17.4,29.2,13.3,14.3,46.9,119.7,88.8
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2002,16,4.8,78.3,76.4,36.3,81.1,32.2,40.7,34,110.1,50.5,29.1
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2003,3.2,8.1,41.5,51.4,85.7,0,0,329.3,310.5,296,198.8,154.3
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2004,0,58.6,66.1,111.5,174,1.7,79.8,45,0,0,0,0
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2005,0,0,0,0,112.6,21.9,64.8,9.7,16,15.2,15.2,1
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2006,90.2,2.8,82.1,97.8,106.8,113.3,156.9,42.3,16.2,77.2,86,24.2
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2007,0,32.7,95.4,128.2,88.3,223.7,57.9,128.2,58.5,147.8,77.3,127.2
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2008,47.8,55.3,0,0,0,0,0,0,0,0,0,0
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2009,0,38.7,56.5,96.1,52.5,113.1,147.8,87.7,66.7,106.1,40.6,28.5
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2010,0,29.1,40.5,130.6,133.1,134.3,93.9,63.7,67,155,154.2,99.6
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2011,29.3,55.9,141,234.5,220.2,110.8,126.1,59.2,87.4,194.8,175,112.3
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2012,50.9,66.6,174,223.4,135.1,156,206.7,142.5,94,153,54.3,87
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2013,24,108.4,57.3,126.7,174.7,83.9,196.5,87.4,45.3,73.8,102.5,65.4
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2014,24.7,17.8,109,131,128.5,288.5,219.1,114.5,63.1,83.7,158.19999999999999,58.5
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2015,21.6,77.8,86.9,93.9,102.3,255.8,170.3,104.7,81.400000000000006,44.2,83.5,37.299999999999997
El Bosque,2120085,986200,995560,Santafé de Bogotá,R. Tunjuelo,2016,5.8,34.9,51.3,142,178,139.9,161.6,184.2,128,89,123.6,80.400000000000006
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1955,0,0,0,207.3,57.4,87,45.8,49.6,102.2,254.6,175.5,67.2
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1956,45.1,86.7,80.8,52.4,81.4,85.1,50,17,61.2,212.6,101.8,73.1
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1957,0,20.2,38.4,77.9,35,23.7,46.1,49.1,32.5,91.7,80.2,52.6
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1958,52.8,44.5,52.4,44.1,64.8,79.4,34.7,55,20.7,100.8,75.3,36.8
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1959,6.8,49.2,35.9,82.3,136.6,51.2,64.4,55.4,45.3,59.1,84.3,19.4
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1960,61.6,33.8,62.2,153.4,73.4,91.5,60.2,28.8,48.6,124.5,22.7,88.8
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1961,16.5,2,51.3,64.4,7.8,63.8,22.2,21.2,52.6,147.2,101.3,10.3
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1962,43.1,41,54.7,76.4,84.1,80.8,47.5,56.7,28.6,64.1,198.9,48.9
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1963,0,31.4,8.7,0,30.4,57.7,52.9,65,1.7,69.5,108.9,31.7
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1964,6.4,38.5,7.6,111.7,76.2,0,0,40.2,32.6,67,26.9,16.3
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1965,24.7,10.2,18.8,181.9,95.5,36.9,63.6,81.2,25.4,217,212,34
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1966,3.3,25.5,75.1,61.6,134.8,66.5,57.9,62.9,66.7,94.6,161.8,94.3
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1967,25.9,32.1,37.1,108.1,87.6,113.1,52.8,64.3,43.1,73.4,129.1,53.8
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1968,17.4,55.2,76.8,177.6,127.6,117.5,87.5,60.4,77.9,153.9,96.5,7.5
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1969,56.5,36.3,5.5,142.9,100.1,58,51.7,49.6,91.6,181.3,56.6,56.7
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1970,21.2,39.5,36.8,59.9,85.6,73.8,60,32.6,103.9,133.3,80.3,33
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1971,83.6,82.8,114.3,78.9,191.4,51.5,62.6,90.9,76.7,98.6,109,50.2
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1972,79.1,25.9,75,221.8,123.3,125.4,82.1,67.8,54.9,53.1,101,17.1
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1973,3.1,16.8,58.1,92.9,52.2,84.3,61.4,54.6,142.9,86.7,127.7,69.6
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1974,43.9,93.5,81.1,92.4,73.7,44.6,73.1,67.9,119.2,117.1,166.9,39.6
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1975,6.6,76.7,68.7,63.2,80.1,66.8,105.8,74.3,85.4,149.2,85.1,127.1
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1976,28.8,45,113.8,134.7,53.8,14.7,10.8,46.1,46,129.1,55.2,87.7
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1977,12.8,16,54.6,108.4,48.2,91.4,56,46.2,98.7,76.7,84.3,64.6
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1978,4.9,24.5,116.9,157.1,130.3,84.7,53.4,45,50.8,118.5,53.3,52.6
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1979,18.9,41.1,106.1,150.4,118.1,123.6,48.7,108.4,68.1,222.5,181.8,61.9
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1980,8.7,42.2,30.8,54.5,82.7,120.2,45,59,67.4,80.8,39.4,32.9
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1981,7.9,10,15.2,109.8,211.1,38.9,37,81.2,14.4,15.5,108.2,13
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1982,28.3,60.9,65.8,149.5,120.7,36.4,69.1,62.5,64.8,149.6,60.2,32.2
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1983,41.9,72.7,95.6,180.3,22.8,47.9,57.1,42,18.5,90.4,58.6,32
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1984,31.5,65.8,54.8,75.9,90.8,72.8,24.6,71.2,85.3,106.8,80.7,23.2
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1985,31.8,2.7,58.9,55.2,105,56.2,10.5,63.7,74.1,80,109.9,38.7
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1986,8.2,78.9,25.8,51.8,55.3,119.5,105.8,44.3,51.7,207.8,95.3,11.3
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1987,9.3,21.2,48.6,72.7,46.8,31.6,71.4,41.6,30.3,35.4,0,0
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1988,0,30,21.1,123,99.5,96.5,69.7,90,100.2,151.2,174.2,84.6
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1989,30.4,43.7,107.6,48.3,180.1,53.5,100.2,31.3,69.5,70.1,63.9,52
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1990,45.9,36.7,84,22.4,167.7,85.6,57.6,56.2,16.2,157.7,94.6,105.6
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1991,1.6,26.9,121,64,93.8,43.6,103.1,114.1,62.8,44.6,163.5,104.1
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1992,32,41.9,60.2,50,44.5,61.4,80.8,76.5,60.2,12.3,146,81.7
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1993,36.8,20.1,50.4,131.1,290,88.1,71.2,35.6,47.4,42.7,53.1,12.7
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1994,56.5,74.4,56.5,73.8,124.6,53.9,96.8,67.4,56.6,158.6,118.8,15.7
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1995,30.9,76.6,90.3,123.6,79.5,46.4,67.5,153.2,95.1,68,121,55.7
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1996,54.6,79.5,158,107.6,99.8,98.5,193.6,83.8,65.7,125.2,59,51
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1997,127.4,22.2,33.2,72.3,44.5,89.5,94.2,54.3,22.5,36.6,54.4,7.3
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1998,6.2,22.2,78.6,85.9,190.6,69,99.2,67.4,58.4,123.8,83.8,73
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,1999,57.6,103.5,47.6,71.2,34.9,54,38,62,151.4,184.4,81.6,49.7
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2000,54.6,78.2,103.1,34.7,55.1,9.4,69.9,77.8,124.2,84.2,50.9,39.2
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2001,3.8,24.1,31.7,15.2,85.9,48.5,53.2,84.4,109.5,54.4,62.8,23.2
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2002,4.5,38.6,85.4,81.4,97.9,72.1,50.4,76.8,7.9,41.5,46.7,38.3
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2003,18,42.1,60,188.7,58.4,0,54.6,48.4,52.6,26.2,21.6,27.7
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2005,0,0,0,0,0,0,0,0,0,0,0,0
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2006,51.6,8.5,120.3,193.3,127.3,148.2,0,48.8,31.7,111.1,162.5,43.7
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2007,23.2,19.7,65.8,82.6,48.7,95.5,53,94.9,38.1,142.7,82.4,59.9
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2008,35,50.9,47.2,130.1,,75.5,95.8,98.9,90,124.3,161.6,56.3
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2009,26.2,82.3,103.8,33,48.1,70,76.4,60.2,40.7,118.1,62.4,5.9
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2010,10,19.7,15.9,175.6,131.1,63.1,147.1,64.4,115.2,85.4,187.9,89.2
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2011,51.7,80.4,162.2,306.8,160.9,139.8,64.4,52.2,58.2,155.3,202.3,73.6
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2012,49.9,45.6,102.1,224.8,55.7,63.3,152.6,108.7,46.3,110,69,27.6
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2013,13.2,78.9,87.8,89.2,110.9,24.8,50.6,70.4,58.9,56.4,124.5,58.6
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2014,33.200000000000003,51.3,81.599999999999994,63.6,69.7,89.2,72.099999999999994,55.6,46.5,56.5,113.5,58.4
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2015,15.5,44.7,83.3,76.3,38.200000000000003,134.30000000000001,82.7,61.5,27.6,39.200000000000003,42.6,17.8
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2016,6.5,13.4,80.7,170.5,65.599999999999994,64,68,40.299999999999997,93.9,66.599999999999994,112.5,54
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1966,0,0,0,0,0,0,0,20,45,102,108.7,93
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1967,12,13,108,92,57,85,51,52,38,74,100,59
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1968,11,101,16,152,42,158,51,44,70,62,59,11
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1969,50.6,16.3,1.4,191.8,71.8,38.3,36.7,27,25,136.4,64.9,10.4
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1970,22.8,57.8,17.6,29.1,78,40.5,55.2,16.9,96.4,141.8,65.4,10
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1971,50.2,57,69.6,88.8,82.5,41.5,47.4,33.9,36.6,52.9,49.4,50.6
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1972,94.2,6.8,35.5,135.3,77.1,75.1,62.8,37.5,29.1,42,73.5,13
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1973,5.1,33.8,12.4,36.5,63.6,46.3,54.2,61.3,129.3,96,104,89
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1974,35,69.2,53.8,80.3,92.6,31.6,33,23.2,55.8,55.1,117.6,20
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1975,4.8,65.3,59.8,53,78.5,56.5,39.6,40.4,43.3,114.4,49.6,118.8
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1976,7.9,21.5,84.9,32.3,86.9,108.9,17.2,34,40.5,108,88.8,12.9
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1977,6.3,1.3,54,79.4,29.5,36.1,19,56.5,66.6,61.8,117.5,35.7
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1978,1.3,28.5,36.2,143.2,50.9,50.8,49.1,40.7,49.4,106.5,55.8,30.7
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1979,26.5,44.1,65.6,148.2,73,87.2,39.9,68.8,18.6,286,112.8,51.7
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1980,10.6,85.4,29.8,50.7,60.3,99.3,49,53.8,31.7,118.7,44.5,36.5
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1983,13.1,38.4,91.7,99.8,54,30.1,65,36.5,27,73.7,9.7,30.6
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1984,29.1,59.8,54.1,98.3,58.7,88,35.8,68.1,58,44.5,59.2,14.8
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,1999,44,94.8,68.9,63.2,47.3,35,16.5,0,154.1,147.9,92.8,38
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2001,0,28.5,48,10.1,62.5,41,63.2,107.8,70.7,56,70,20
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2002,7,23,88.5,36.6,60.4,87.1,52.1,61.9,6.7,9.4,27.3,11.3
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2003,0,5.2,67,37,26,0,0,0,0,0,0,0
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2007,0,0,33.6,60.3,76.7,58.6,0,55,0,0,68.9,68.9
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2008,0,0,45.1,40.7,0,65.3,59.1,53.8,81.7,58.9,193.1,55.1
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2009,62.4,23.4,89.3,63.4,69.2,28.5,0,24.1,36.4,76.9,37.2,0.2
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2010,0.1,11.8,10.2,233.3,117.8,74.4,109,49.7,45.1,103.2,96.4,69.6
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2011,24,97.5,150.6,341.6,163.7,81.9,77.4,51.9,50.1,111.5,153.5,48.7
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2012,53.2,32.3,90.1,237,37.7,64.6,96.3,52.8,29.9,98.4,42.4,29.3
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2013,9.8,59,81.6,105.1,114.1,26.3,57.5,62.1,37.1,62.3,122.4,41.9
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2014,23.5,31.1,52.4,40.4,64.099999999999994,74.8,70.8,37.4,40.799999999999997,37,94.8,41.1
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2015,23.5,15.5,41.6,18.3,46.2,159.6,65.900000000000006,50.1,11.5,19.399999999999999,73.2,18.7
Barrancas,2120095,1062200,1025740,Suesca,R. Checua,2016,8.9,1.1,81.599999999999994,49.6,64.7,63.3,53.9,60.5,47.9,106.1,57.7,52.1
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1967,0,0,74.6,158,97.2,158.4,72,136.3,39.7,87.4,78.5,54
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1968,21.3,35,19.6,71.4,76.8,56.6,90.2,42.4,62.7,106,50.6,23.1
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1969,28.9,13.9,13.4,125.3,90.6,89.9,74.9,80.7,45.3,163,66.1,24.4
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1970,32,36.4,39.5,57.7,106.7,108.5,95.4,59,91,141.4,77.4,6.3
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1971,28.4,38.1,86.4,97.9,149.6,80.3,87.1,105,40.2,77.6,62.3,50.2
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1972,60,24.7,67.2,223.8,103.2,122.4,106.4,53.3,41.9,48.9,87.9,36
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1973,6.1,71.1,14.8,58.8,83.5,73,55.8,80.2,114.4,72.2,94.4,75.2
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1974,36.8,22.7,106,77.1,157.3,69.1,134.8,40.8,65.7,103.4,69,1.2
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1975,16.5,50.1,71.2,54,86,120.5,76.7,109.1,126.9,98.6,42.3,120.8
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1976,17.5,26.4,144,107,126.4,153.6,118.9,49.6,53,135.4,88,30.7
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1977,0,8.7,38.2,80.3,38.5,52,86.9,96.4,82.8,53.8,91.7,27.5
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1978,15.7,13.1,53.7,137.6,77.9,131.6,76.8,48.3,42.6,5.7,25.2,24.8
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1979,9.6,17.5,73,97.8,115.4,106.8,54.1,56.8,24,208.4,138,102.2
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1980,26.5,67.3,39.4,80.5,113.1,110.5,72.3,40.1,46.7,60.4,37.5,19.5
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1981,0,26,4.7,187.4,132.4,55.7,47.4,66.2,65.5,96.7,43.8,26.3
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1982,28.1,56,34,226,64,45,90.9,30.2,42.1,97,29.1,23.3
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1983,7.8,67,76.1,73.9,44.6,62.6,75.3,52.9,69,49.3,11.7,8.7
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1984,9.3,15.8,19,2,92.4,99.2,33,52.7,63.1,5.9,40.9,13.2
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1985,6.9,15,29,34,155,98,30,53,50,70,132,66
