ESTACIÓN,CÓDIGO,X=N,Y=E,MUNICIPIO,CUENCA,AÑO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1976,26,75,196,145,103,101,62,82,65,292,86,48
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1977,7.2,24,82,98,79,79,61,134.5,57,158,137,27
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1978,12,41,60,205,143,112,31,40,118,137,98,59
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1979,21,43,38,164,116,107,85,98,131,114,90,28
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1980,11,14,3,15,66,45,6,7,12,29,7,17
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1981,5,8,21,63,57,70,23,33,34,73,6,41
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1982,7,39,60,116,54,21,17.5,12,57,113,38,36
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1983,5,6,34,168,50.5,52,4,2,93,106,55,31
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1984,42,102,39,60,103,79,25.5,10,91,37,72,12
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1985,10,10,15,35,79,16,21,40,78,93,92,21
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1986,18,58,6,70,54,69,5,21,14,125,311,36
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1987,,10,24,195,264.5,3,83,49,81,224,27,0
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1988,16,29,8,93,98,153,192,114,188,315,240.5,139
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1989,26,88,70,62,157,45,15,50,108,85.2,70,34
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1990,35,96,95,350,95,35,45,60,40,417.2,150,87
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1991,19,25,250,232,310,35,124,60,187,138,293,75
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1992,15,75,35,33,33,25,88,101,85.5,15,193,115.5
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1993,86,74,203,235.5,320,80,70,17.5,77,166.5,329,110
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1994,50,140,107,121,181,115,35,25,35,170,197,5
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1995,0,45,140,140,90,114,128,229,85,35,65,127
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1996,55,60,90,85,182.5,205,170,55,75.5,235,45,30
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1997,50,32,55,115,87,120,80,5,25,36,145,5
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1998,20,40,55,55,129,51.5,62,60,117,188,130,105
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,1999,45,180.5,90,105,105,220,55,107,175,145,160,45
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2000,15,130,85,90,180,75,69,63,175,115,45,55
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2001,61,18,175,10,200,45,65,21,152,56,75,120
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2002,22,11.3,180,305,160,256,5,10,0,170,50,65
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2003,5,40,163,390,90,0,0,0,0,0,217,65
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2004,120,65,214,370,385,55,125,40,391,315,411,75
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2005,65,27.5,47,175,412,91.5,120,165,175,360,315,69
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2006,45,45,,410,480,440,280,,90,452,360,105
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2007,30,50,195,420,335,412,90,345,114,281,177,334
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2008,135,200,450,360,465,399,305,355,234,468,627,0
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2009,43,157,168,116,61,63,14,53,15,109,114,21
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2010,17,41,11,82,187,88,309,107,70,222,699,353
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2011,65,96,252,202,221,151,78,50,57,320,379,163
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2012,68,46,252,222,133,27,103,43,69,265,66,48
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2013,24,50,65,143,181,55,16,73.8,20.8,129,146,165
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2014,56.7,146,251.4,128,252.3,108,29.2,65,45,206,87,88
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2015,62,48,76,116,20,36,44,29,36,7,149,0
Las margaritas,2120071,1026200,980750,Subachoque,R. Subacoque,2016,10,33,67,169,118,29,76,0,122,126,181,42
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1960,0,0,18.1,46.4,41.3,34.8,43.7,58.7,23.8,64.6,3.3,53.8
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1961,38.6,4.2,57.2,63.2,12.4,50,41,17.5,11,154.3,98.4,30.1
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1962,10.1,2.8,71.3,57.4,55.1,60.8,35.2,18.5,41.4,78.7,59,18.7
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1963,11.2,55.8,25,65.7,146.2,25.8,27.2,26.8,19.2,163.3,98,16
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1964,2.6,17.3,7.4,112.2,112.2,72,37.2,46.8,28.3,55.2,25.8,17.7
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1965,25.6,3.5,9.8,249,135,49,20.5,38.1,26.1,92,129,33.8
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1966,2,4.5,107.5,76.4,151.8,63,33.6,71.8,59.2,63.5,68.6,77
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1967,26,37.7,43.4,141.6,138,110.1,9.3,44.3,20.6,151.5,97.5,37
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1968,27.4,24.7,5.9,104.3,45,86.2,22.2,32.6,84.2,83,67.5,6
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1969,72,7,19.9,77,88,18.4,16,28,107.5,180,67.5,20.5
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1970,15.2,11.5,15,27.3,59.5,79.5,33,36.3,29.5,71.3,100.5,12.5
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1971,37.5,38,72.1,51.1,96.2,33.5,40.6,39.3,88.1,76.4,42.6,55.6
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1972,52.6,38.2,49.6,136.9,115.9,54.4,36.5,47.7,36.8,43,73,30.6
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1973,4.7,1.4,55.3,49.8,52.6,36.1,61.6,53.2,119.6,57.3,99.7,50.9
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1974,55.3,34,77.2,71.2,39.1,25,8.7,44,57.5,67.5,82.1,11.4
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1975,6.9,30.9,60.3,21.9,80.9,70.3,65.2,49.5,56.8,91.9,59.4,75
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1976,15.4,44.8,75.1,79.4,93.7,68.6,17,6.5,63.4,89.5,70.1,35
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1977,23.2,23,54.4,57.3,32.3,41.1,34,31.8,65,150.5,98.5,6
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1978,0,23,79,71,75,55,22,5.5,21.5,86,66,17
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1979,18,4,37,86,89.5,72.8,41,57.5,82,189,95.5,44
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1980,20,40.5,18,48.5,41.5,94.5,12.5,19.5,42.5,57.5,35.5,24.5
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1981,3.5,34,43.5,117,91,60,23,46,21,62,51,19
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1982,15,48.5,83,108,33,43,23.5,14.5,22,64.5,90.5,20
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1983,7,5.5,62,137,101,16,16,15.5,19,61.5,31,35
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1984,62,23,18.5,64,100,94.5,49,88,72,55,59,29
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1985,9.5,20,64,72.5,105.6,24,10.5,39,20.1,49,81.5,8
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1986,12,75,21,30,89,91,15,38.5,24.5,194,110,16
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1987,21,0,0,35,72,8,20.5,14.5,67,183,26,4.5
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1988,3.5,28,11.5,33,38,60,50.5,28.5,36.5,93,54,67.5
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1989,26,24,18,10,97,17,14,55,30.5,60,25,11
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1990,33.5,63,34,93.5,48,55,28,0,42,77,71,111.5
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1991,11,12,100,65.5,77,24.5,15,18.5,61.5,46.5,79,2
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1992,0,28.5,15,48,10.5,2,18.5,23.5,40,14.5,57.5,21.5
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1993,37,54.5,29.5,44,85.5,13,47,30,53,43,75.5,12
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1994,48.5,69,57,107,32,40.5,11,18,42.5,139.5,69,23
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1995,10,50,52,68,70,29,50,67.3,8,68,62,23
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1996,50,28,43,27.5,86,45.5,32,25,46.5,84.5,67.5,64
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1997,47,7.2,30.5,72.5,39.6,39.3,21.3,5.5,7.9,88.3,12.2,3.4
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1998,2,18,75.6,54.7,33.2,41.3,29.3,28.1,70.9,146.2,55.2,39
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1999,54.9,40.1,42,148,40.5,48,28.5,32,61,159,100,88.2
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2000,6,38,55,37.5,70.5,58,25,49,60,38,11,8
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2001,15.5,55.5,7,89,89,34.5,11,14.5,46.5,108,31,52
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2002,7.5,7,28.5,135.5,88,91,40.5,11.5,34,60.5,21.5,26
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2003,3.5,15.5,38.5,85,16.5,2,50.5,22.5,45,133,104,27
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2004,16.5,58,69,126.5,73.5,24.5,35.5,13.5,54,99,84,36
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2005,46,17.5,24,67,102.5,22,13.5,0,0,0,0,0
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2006,27,9,37.5,142,110,84.5,14.5,43,16,73,39,9
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2007,13,2.5,60,90.5,58.5,68,12.5,22.5,24,70,68.5,62.5
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2008,44,43,28,46.5,88.5,64,54,65.4,19,71.5,116.5,0
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2009,27,49.5,82.8,63,69.5,41,26,9.5,16.5,95,65.5,19
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2010,6.5,13.2,25.5,136,118.4,58,71,48.5,84,55,117.6,81
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2011,9,37,154,140.1,129,36,16,22,43,54.5,74.5,21
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2012,13.5,48.7,49.5,108.8,21,22.6,8,12.5,21,18,14,0
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2013,0,10,47,55,71.5,19.5,27,18,17,41.3,83,7.5
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2014,7.5,23.5,22.3,50,83.1,56,5.5,11.5,16,66,65,46
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2015,14.1,33,35.5,30.9,11.7,15,31,5,9,15,32.5,0
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2016,24.5,9.1,15,101.5,78,25.5,62.2,11,79.099999999999994,64.2,81.5,20.5
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1970,34,177,37,68,150,87,83,57.5,182,296,241,70
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1971,83.5,103.5,189.5,265,199.5,93,91.5,104.5,107.5,238,181.5,141.5
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1972,174.5,114.5,191.5,330.5,168,154,114,61,43.5,146,213,43
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1973,90.5,0.5,134.5,128,139.5,87,103,101.5,210.5,135.5,176,280.5
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1974,91.2,148,155,147.5,220,51,69,65.5,148.5,167.5,229.5,50
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1975,7.5,195,115.5,190,166.5,128,102.5,110.5,196.5,169,185,197
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1976,52.5,130.5,199,321.2,206.5,108.5,88.5,33.5,131,349,218.5,54.5
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1977,23.5,56,145.5,185.5,151.5,113.5,103.5,91.5,162,97,362,93.5
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1978,11,41,199,210,221,170,51.5,67.5,178,174,90,59.5
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1979,18,4,37,86,89.5,72.8,41,57.5,82,189,95.5,44
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1980,59,256,69,157.5,82,223,16,160.5,110.5,113.5,110.5,196.5
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1981,21,79.5,57,243,377.5,118.5,67,136,140,179.5,275,127
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1982,99,59,129,227.1,29,35,48,29,37,69,58,45
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1983,40,68,125,158,66,70,92,83,37,90,39,102
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1984,83,84,38,46,94,69,64,79,77,87,98,44
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1985,43,9,27,50,104,54,84,50,134,113,56,83
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1986,24,157,168,106,184,132,74,82,59,87,198,84.4
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1988,35.8,59.2,83.7,263.5,34.4,96.3,100.7,72,117.1,212,187.6,76.1
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1989,28.4,41.9,176.1,22,71,38.1,77.8,24,76.9,73.7,147.1,65.5
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1990,102.4,53.5,52,128,141,60.6,78.9,37.8,44.1,131.2,133,88.6
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1991,93.4,26.5,105.3,54.5,70.6,29.7,106.5,40.4,49.6,51.8,151.7,165
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1992,31.2,36,48.5,83.4,50.7,28.6,43.6,33.5,101.7,32.6,131.2,173.7
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1993,110.6,38.3,55.8,104.6,145.2,48.3,74.5,30,49.7,53,112.7,3
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1994,113.7,100.9,70.4,52.6,89,63.9,47,32.7,16.4,81.6,93.6,15.6
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1995,26.3,81.9,153.2,150.5,40.7,41.2,52.7,84.4,7.8,34.3,35,66.6
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1996,39.7,92.9,179.3,119.1,85.5,37.8,52,40.4,36.1,112,53.2,49
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1997,215.6,58,49.5,50.4,61.8,67.1,44.4,27.5,38.6,74.2,50,21
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1998,23.8,20.4,95.4,55.7,125.3,59.8,306,44,315.1,116.7,122.1,84.7
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,1999,70.7,76.7,136.9,116,89.9,130,18.1,40.2,128.2,128.6,85.3,29.7
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2000,46.4,121.6,89.3,76.5,65.2,51.1,61.3,52.5,102.4,128.9,37.9,22.3
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2001,20.4,53.9,30.7,45.1,58.2,44.1,26.4,57,75.9,47,80.6,34
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2002,41,20,54.1,127.5,127.7,132.7,56.6,41.5,0,0,0,43.9
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2003,43.9,86.7,69.7,208,50.6,91.4,27.5,46.5,118.5,330,195.1,40.7
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2004,26.8,75.1,50.8,157.9,78.1,78.8,0,0,0,0,0,0
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2005,0,0,0,0,0,0,0,0,0,0,0,0
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2006,162,124.6,128.1,139.9,131.9,44.2,9.7,24.7,34.2,154.5,,82.7
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2007,25,22.2,15.6,38.2,51.6,21.6,34.5,94.5,70.5,222.6,151.5,191.4
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2008,52.7,66,112.5,108.4,219.7,110,114.4,97.4,66,123,0,0
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2009,59.5,87.1,110.5,90.1,71.7,82.7,46.7,17.4,8,281.8,68.2,30
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2010,1.2,30.6,26.6,234.9,210.2,125.1,161.6,66.2,124.9,168.4,192.4,96.7
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2011,118.5,161.5,185.4,184,175,59.8,33.9,40.8,134.3,193.9,473.5,143.5
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2012,204.8,68.8,133.1,242.1,82.8,85.8,116.9,68.5,43.6,171.6,110,101.7
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2013,13.2,165,78.2,147.7,133.8,20.3,46.4,53.2,20.2,107.8,205.9,75.5
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2014,101.2,62.2,115.1,39.6,53.9,48.2,31.6,31.7,83.3,76.5,135.5,102.9
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2015,66.3,76.5,50.7,37.700000000000003,61,97.4,68.3,52,32.9,21.3,31.8,4.9
Torca,2120077,1021800,1005320,Santafé de Bogotá,R. Bogotá,2016,1.8,31.8,165.2,90.9,77.400000000000006,30.1,71.599999999999994,75.5,73.599999999999994,91.8,154.19999999999999,64.8
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1960,0,0,0,0,0,0,0,0,0,74.3,9.1,108.4
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1961,56.4,23.7,111.2,109.5,26.2,117.1,71.2,48.7,4.2,107,52.9,1.6
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1962,24.3,16.1,55.1,70.1,97.4,113.9,67.9,64.9,60,119.9,97.9,67.9
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1963,22.7,59.6,5.5,130.5,132.1,45.8,54.9,51.5,53.2,98.5,116.8,19.7
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1964,1.1,17.1,5.4,114.7,99.1,117.7,94.5,39.4,38.4,75.6,28,85
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1965,20.2,6.1,18.5,163.1,110,40.6,108.9,60.8,20.6,124.5,101.5,9.6
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1966,4,30.5,104.6,56.9,46.8,102.2,62,49.9,34.1,49.1,105.6,90.5
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1967,18.7,29.2,127.1,104.6,63.8,105.6,82.9,83.4,40.8,79.7,74.5,43
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1968,13.4,106.9,13.1,121.2,91.7,30,45.2,46.2,59.9,89.8,59.9,0
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1969,0,0,0,133.3,89.6,59.4,63.5,77,40.2,216.9,77.2,16.1
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1970,3.6,36.3,26,36.5,92.1,114.5,75.1,53,70.4,154.9,88.7,5.8
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1971,47.2,55.2,42.9,121.6,154.2,68.4,52.9,121.4,56.4,12.4,29.6,39.4
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1972,51.8,39.1,78.2,163.8,167.7,118.1,71,35.4,34.9,39.3,62.4,4.4
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1973,11,0.8,13.3,57.5,41.2,56.3,47.6,60.6,122.1,95.9,76.2,81.2
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1974,39.7,31.5,101.9,83.6,80.1,31.7,58.7,40.5,62.6,84.6,81.7,14.9
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1975,10.3,29.9,66.3,66.7,88.9,97.8,35.4,77.5,82.5,114.2,117.9,102.6
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1976,26.1,39.9,78.7,101.1,72.8,88.2,89.8,44.5,53,121.6,104.2,27.4
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1977,0,13.1,44.6,147.1,59,55,79,60,86.7,34.4,71.5,26.9
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1978,10,85.6,94.3,77.3,82.8,98.1,62.3,43.9,49.5,58.8,42.8,36.2
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1979,19.2,40.4,67.6,82.7,96.5,105.5,72.6,73.8,55.3,156.7,84.2,36.2
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1980,29.6,55.8,16.8,139.7,75.3,140.5,33.1,49.5,95.7,83.4,39.4,34.5
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1981,25,18.3,35.4,152.7,141.4,49.9,39.3,115.2,80.8,83.8,80.1,0
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1982,10,20,36,52,0,0,61,61,36,22,28,30
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1983,40,78,23,53,22,26,72,19,23,28,15,18
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1984,24,51.2,67,67,35.3,81.4,64.8,105.3,55.4,52.3,46,0.9
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1985,0,1.7,33.2,58.2,62.3,61.5,64.2,49.3,18.7,84.4,62.5,12.7
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1986,27.1,82.1,46.7,35.3,87.7,103.1,112.2,30.8,62.4,82.9,22.1,11.5
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1987,26.4,41.8,43.9,46.8,60.7,34,51.9,39.7,68.3,109.4,42,26.1
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1988,4.4,7.7,20.1,21.1,78.3,78.4,44.4,74,47,73,186.7,103
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1989,7.1,24.4,162.6,38.3,96.3,74.1,85.4,44.4,65.4,26.1,37.2,77.7
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1990,15.6,64.4,92.6,111.6,89.3,69.3,38.9,73.3,11.6,111.3,36.7,52.5
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1991,58.7,38.8,96.3,61.5,39.6,68,121.3,104.8,27,42,134.1,21.1
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1992,53.6,14.8,48.4,56.3,29.8,38.2,81.9,48.8,62.9,19,168.7,34.7
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1993,27.7,18.6,44,81.7,100.5,57.8,76,5.8,46.3,27.8,69.5,26.5
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1994,33,37,37.6,54.3,85.9,96.4,88.4,0,0,0,0,38.8
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1995,10.9,23.1,56.8,132.5,101.4,57.5,53,111.5,17.8,60,27.1,60.5
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1996,47.1,81,111.3,64.1,67.1,10,64.5,52.2,22.5,90,73.5,43.3
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1997,108.6,41.2,22.3,54.9,81.2,60.9,139.7,45.1,18.3,21.7,26.7,9.2
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1998,5.5,12.3,52.7,40.6,180.7,82.9,106.8,55.4,43,72.6,59.1,100.8
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1999,52.2,66.1,93.1,118.3,79.3,77.3,57.8,65.7,131.4,174.4,82.9,42.7
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2000,79.8,67.4,66.7,58.4,89.3,66.5,68.6,84.9,99.5,31.2,95.8,35.5
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2001,0,91.7,29,16.8,178.5,92,182.6,193.6,142.3,71.2,116.9,62.3
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2002,104.3,15.6,86.1,95.2,370.9,791,492,460,268,115,142.7,41
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2003,3,27,44.1,18.6,49.3,45.7,114.1,109.6,48.4,122.9,31.1,52.6
Ladera Grande,2120169,1063400,1022500,Tausa,R. Checua,1986,0,0,0,0,0,0,0,0,13.6,92.8,45.7,40.9
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2004,44,97.1,61.7,105,97.5,144,53.2,87.7,72.5,99.9,58.5,60.2
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2005,25.3,54.6,25,89.1,124.9,82.3,56.7,31.8,92,88.2,129.3,11.9
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2006,77.3,17.5,141.4,116,48.1,12.5,0,11.4,14.7,91.3,20.6,24.4
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2007,0.1,46.7,15.7,71.5,42.2,169.9,4.4,47.7,0,10,27.7,33.1
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2008,1.5,17.1,55.7,33.4,139.4,13.5,78.5,29.6,0,0,0,0
